,代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万),净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%,total1,total2,total3,total4
2167,600551,时代出版,8.12,10.65,7.2,3.06,2.13,-58.64,18.07,206231008.0,1.52,出版业,安徽,12.31,16.1,63117.0,64970.0,0.97,3615.0,146.0,,50582.53,83.71,         83.71亿,7.46,1857.0,69.0,0.0014,20150816.0,20020905.0,50582.53,0.0,0.0,632813.63,392237.53,0.0,38.02,458467.44,77866.5,12371.96,212617.45,134474.95,91563.75,132718.91,274003.94,238376.0,19721.4,4048.03,23785.17,23440.7,23164.59,179314.2,-14276.99,-8954.51,17254.0,29316.0,48.52万,2.53,-0.3,14.8,15.43,16.7,0.458㈡,7.75,0.0,2.66,3.54,61.98,          5.91㈡,13.0,14.99,8.45,11434942.2941,9485876.3137,1512.6397,1254.8129
2168,600552,方兴科技,-5.52,-39.34,10.64,10.92,2.83,100.91,57.27,366659712.0,1.05,玻璃,安徽,15.02,14.27,102788.0,154194.0,0.67,0.0,8771.0,,34223.94,47.37,         49.68亿,-9.81,2573.0,100.0,0.0029,20150725.0,20021108.0,35899.46,0.0,0.0,282546.78,175323.63,2093.59,37.21,160798.11,91934.56,7380.99,97919.88,94106.6,24836.6,46338.65,45490.98,34581.46,4839.31,21.78,5214.41,4354.06,4337.99,42823.73,4923.62,3482.03,16676.0,20523.0,28.40万,7.51,0.0,13.84,15.38,16.15,0.121㈡,4.88,0.0,2.62,1.19,62.05,          2.47㈡,23.98,13.84,9.54,16181454.0906,3910447.4352,2712.8799,655.6008
2169,600555,九龙山,1577.21,-370.61,-29.92,200.45,11.92,-198.53,,0.0,0.0,旅游景点,上海,0.0,15.11,0.0,0.0,,0.0,0.0,,97350.0,147.1,        196.96亿,0.2,1.0,0.0,0.0,20150812.0,20010328.0,130350.0,33000.0,0.0,335392.88,165287.52,1384.47,50.31,178219.38,9923.83,49635.26,138720.84,40388.62,115280.72,30.05,9825.6,7383.78,-2940.17,-75.92,-2961.42,-2961.42,-3017.92,-19485.0,-9920.86,-2251.21,87863.0,11080.0,16.74万,0.0,0.0,,15.11,,-0.023㈡,1.27,0.0,0.31,-0.15,49.28,         -1.83㈡,24.85,,-30.71,,,,
2170,600556,慧球科技,66.05,5809.54,9.36,97.5,881.91,-53.06,902.28,197455760.0,0.66,软件服务,广西,15.18,8.92,119236.0,102022.0,1.17,128.0,449.0,,39479.37,34.19,         34.19亿,-4.53,2318.0,95.0,0.0024,20150829.0,20010807.0,39479.37,0.0,0.0,10677.9,387.67,0.0,96.37,10619.86,41.97,0.0,10031.65,36218.37,171.08,782.81,3506.4,2440.51,328.17,1.44,327.04,189.46,189.46,-79158.45,-6443.48,550.4,31486.0,12539.0,10.86万,5.6,-0.11,8.33,9.09,9.71,0.005㈡,0.01,0.0,0.92,-2.01,3.63,         48.87㈡,30.4,8.6,5.4,9634455.612,91829.94,30848.9532,294.034
2171,600557,康缘药业,15.54,18.42,15.59,8.06,4.36,58.61,30.3,311154304.0,1.29,中成药,江苏,11.92,22.06,81875.0,59155.0,1.38,3626.0,212.0,,36852.85,82.55,        115.07亿,3.72,2148.0,66.0,0.0018,20150816.0,20020918.0,51370.76,0.0,0.0,419756.09,263758.59,0.0,37.16,217460.09,107655.92,22867.24,134665.13,52043.3,14461.73,107124.36,142733.72,37021.7,22247.73,0.23,22581.24,19170.22,18991.59,140215.55,19634.9,-31715.14,27441.0,13430.0,30.08万,3.83,-0.13,20.2,21.64,22.78,0.370㈡,5.13,0.0,1.01,2.73,62.84,          7.20㈡,74.06,20.6,13.31,12718609.527,8646975.454,2501.265,1700.53
2172,600558,大西洋,-22.81,4.18,2.78,3.75,1.81,51.21,52.81,136721648.0,0.79,钢加工,四川,13.61,5.68,124107.0,116515.0,1.07,234.0,101.0,,55248.3,30.33,         32.85亿,-7.53,2399.0,100.0,0.0018,20150828.0,20010227.0,59840.32,0.0,0.0,264058.75,181469.55,19397.72,23.93,143664.8,46265.37,24487.75,56508.48,94696.25,38094.23,26961.24,87622.3,72665.97,2432.35,691.78,4551.4,3597.4,3110.46,38837.15,6415.0,-11262.92,24780.0,22296.0,12.24万,4.36,-1.25,5.36,5.95,6.17,0.052㈡,3.03,0.0,1.58,0.65,68.72,          1.71㈡,17.07,5.57,3.55,13944942.5875,1470807.2375,1601.7273,168.9381
2173,600559,老白干酒,37.56,23.96,3.32,7.21,9.91,48.29,187.43,108224608.0,1.0,白酒,河北,7.54,47.81,13063.0,9574.0,1.36,40.0,60.0,,14000.0,65.97,         65.97亿,-1.05,1410.0,16.0,0.0011,20150731.0,20021029.0,14000.0,0.0,0.0,235043.2,66542.65,0.0,71.69,159449.36,56818.3,11955.08,166574.31,16641.51,151651.17,134.25,91469.38,33800.45,3040.32,-35.97,3525.31,1759.79,1759.79,28475.2,13661.5,-244.42,9444.0,14824.0,69.85万,1.62,-0.38,45.97,47.72,49.57,0.126㈡,4.75,0.0,1.19,2.03,28.31,          2.64㈡,63.05,46.0,1.92,44054146.976,10811987.2,12364.7571,3034.62
2174,600560,金自天正,-11.59,-29.27,5.64,9.0,3.48,81.32,91.5,86788960.0,0.77,电气设备,北京,11.77,11.5,40616.0,34845.0,1.17,153.0,396.0,,22364.55,24.69,         24.69亿,-6.95,1860.0,41.0,0.0018,20150822.0,20020919.0,22364.55,0.0,0.0,190765.38,71043.96,1872.04,61.78,150072.36,15153.61,2814.87,115361.92,20672.05,73135.81,30706.75,27428.11,21340.11,1546.52,317.45,1770.43,1490.18,1349.25,22600.61,3036.12,5280.03,21670.0,10321.0,11.39万,3.37,-0.09,11.0,11.89,12.4,0.060㈡,3.18,0.0,0.92,1.01,37.24,          1.90㈡,22.2,11.1,4.92,17455032.27,2117495.718,2259.135,274.059
2175,600561,江西长运,4.03,-28.38,1.68,1.56,1.43,9.96,23.71,106079256.0,0.57,公路,江西,13.93,9.36,64818.0,48463.0,1.34,5.0,8.0,,23706.4,21.43,         21.43亿,-8.58,1896.0,60.0,0.0025,20150828.0,20020716.0,23706.4,0.0,0.0,531382.94,149955.34,24517.36,67.17,151188.16,151298.16,80776.3,270409.34,47528.23,10188.87,21142.18,137723.69,114596.47,2310.99,14.28,8810.9,5982.85,4518.6,62409.23,21511.07,5868.65,15397.0,15397.0,13.92万,4.78,-1.31,8.92,9.91,10.3,0.191㈡,6.33,0.0,2.0,2.63,28.22,          3.01㈡,16.79,9.26,3.28,12599089.5074,4920606.0244,508.1053,198.4418
2176,600562,国睿科技,-4.15,1.92,19.7,24.41,9.2,-108.55,72.63,186953424.0,0.78,通信设备,江苏,10.61,32.91,31566.0,25247.0,1.25,33.0,27.0,,16817.85,53.92,         82.41亿,-9.31,1812.0,31.0,0.0019,20150724.0,20030128.0,25706.16,0.0,0.0,143003.06,89557.56,0.0,37.37,127185.86,11428.8,2355.31,51159.45,2133.63,64240.13,30601.65,33757.1,22138.42,6650.72,0.0,6856.96,5673.73,5673.73,56659.3,-7592.25,-9062.3,11506.0,14617.0,46.86万,3.38,0.18,31.89,35.43,35.65,0.221㈡,3.48,0.0,0.08,2.2,62.63,          6.34㈡,34.42,31.89,16.81,10386312.2478,4560367.5834,3916.2096,1719.5088
2177,600563,法拉电子,-6.36,-0.8,27.84,8.53,3.28,30.66,18.87,148264464.0,1.18,元器件,福建,8.79,24.87,26759.0,32845.0,0.81,437.0,133.0,,22500.0,57.69,         57.69亿,3.09,1479.0,40.0,0.0018,20150806.0,20021210.0,22500.0,0.0,0.0,198977.06,175848.36,3761.31,9.73,147363.84,37364.67,6015.16,18155.96,26196.86,23912.65,33202.85,67615.93,40754.4,18824.42,1182.02,18851.51,16026.17,15288.37,111412.45,18816.07,-10.29,14232.0,15809.0,40.54万,2.65,0.0,23.61,24.92,25.8,0.679㈡,7.82,0.0,1.16,4.95,88.38,          8.69㈡,39.73,24.01,22.61,3754697.1222,4777439.2106,1088.6103,1385.1369
2178,600565,迪马股份,-13.86,20.1,10.21,10.35,4.19,-18.14,72.01,0.0,0.0,全国地产,重庆,0.0,10.58,0.0,0.0,,0.0,0.0,,103278.03,109.27,        248.19亿,0.2,1.0,0.0,0.0,20150829.0,20020723.0,234586.2,0.0,0.0,2482034.75,592665.13,26732.75,75.04,2429598.25,12593.4,8874.41,1451727.13,237057.55,2041289.25,33124.4,239739.95,171083.22,24487.6,-915.53,24594.71,17169.98,17232.67,111058.07,-136823.61,-210390.7,75715.0,13640.0,14.43万,0.0,0.0,,10.58,,0.073㈡,2.53,0.0,1.01,0.47,23.88,          2.91㈡,28.64,,7.19,178731322.348,,7868.5327,
2179,600566,济川药业,27.62,29.82,19.13,9.01,7.3,51.31,25.48,61890416.0,0.66,中成药,湖北,12.13,21.56,13733.0,14976.0,0.92,1010.0,59.0,,17063.03,36.86,        168.79亿,0.2,1365.0,21.0,0.0012,20150817.0,20010822.0,78145.46,0.0,0.0,344274.38,231261.3,3565.93,31.79,169553.42,93053.5,17728.38,106799.17,98768.36,14028.95,111579.27,187271.73,28909.0,35828.01,833.35,38390.59,32952.12,33120.03,84999.0,32899.65,-43942.76,14204.0,12013.0,25.95万,1.68,0.0,20.0,21.6,22.62,0.424㈡,2.96,0.0,1.26,1.09,67.17,         14.32㈡,84.56,20.58,17.69,8772111.2024,7085166.7404,939.1928,758.5788
2180,600567,山鹰纸业,8.58,36.53,3.14,3.14,2.21,45.11,50.18,229973504.0,0.58,造纸,安徽,10.33,3.62,293117.0,342216.0,0.86,544.0,2406.0,,217622.31,77.69,        134.48亿,-2.79,2843.0,223.0,0.001,20150807.0,20011218.0,376693.97,0.0,0.0,1897626.25,608122.13,5629.22,67.66,703432.81,973352.81,98616.4,1064734.38,309421.59,172648.81,178522.44,428197.31,345686.22,13451.57,0.78,17568.35,13352.17,13398.87,43229.03,29809.22,8755.53,448920.0,4848.0,1.73万,2.92,-0.55,3.44,3.68,3.82,0.036㈡,1.61,0.0,0.82,0.11,32.05,          2.20㈡,19.27,3.55,3.13,95222885.225,6736573.1875,3898.4842,275.7995
2181,600568,中珠控股,-34.19,439.45,11.33,37.51,5.04,-828.09,105.02,0.0,0.0,区域地产,湖北,0.0,24.1,0.0,0.0,,0.0,0.0,,36622.64,88.26,        122.09亿,0.2,1.0,0.0,0.0,20150829.0,20010518.0,50660.44,0.0,0.0,485488.91,242229.3,20456.02,45.89,388702.06,19961.42,13682.22,154771.45,133964.22,265214.97,12654.71,32547.47,26724.0,3687.7,2702.62,6549.37,5742.83,5813.01,51228.23,-1474.37,-76809.9,12349.0,29656.0,71.47万,0.0,0.0,,24.1,,0.115㈡,4.78,0.0,2.64,1.01,49.89,          2.40㈡,17.89,,17.86,50986045.3282,,9269.0652,
2182,600569,安阳钢铁,-18.79,-932.32,-3.51,0.65,1.07,4.26,,106348392.0,0.96,普钢,河南,6.37,3.08,171039.0,174575.0,0.98,559.0,855.0,,239368.45,73.01,         73.01亿,-2.66,2252.0,153.0,0.0006,20150828.0,20010820.0,239368.45,0.0,0.0,3381164.75,684105.19,71202.68,77.66,1480938.75,1307377.38,187126.05,2178706.0,343691.31,636510.94,82551.18,1117321.25,1051330.25,-39183.73,0.0,-38689.21,-38932.96,-39331.45,-76926.92,171560.2,54835.36,171810.0,13932.0,4.25万,1.44,-0.65,3.0,3.14,3.2,-0.164㈡,2.86,0.0,1.44,-0.32,20.23,         -5.75㈡,5.91,3.06,-3.52,,10346364.135,,223.4106
2183,600570,恒生电子,96.34,85.22,20.29,31.07,13.0,142.29,66.87,1893645056.0,0.93,软件服务,浙江,14.27,45.28,221857.0,196336.0,1.13,2941.0,1211.0,,61780.51,282.28,        282.28亿,-2.93,2822.0,148.0,0.0024,20150822.0,20031216.0,61780.51,0.0,0.0,320250.59,217096.91,18467.23,26.44,129108.42,31226.83,3205.73,78095.46,11145.94,5920.58,28841.65,90840.18,8845.24,18429.61,6444.18,25342.89,23442.07,21105.75,110285.4,19837.59,-31840.96,44327.0,13937.0,63.68万,6.77,-0.95,42.45,47.17,49.18,0.342㈡,3.51,0.0,0.18,1.79,67.79,          9.72㈡,90.26,43.66,23.23,21415156.9533,13982140.7594,18876.0636,12324.3448
2184,600571,信雅达,1.24,5.21,8.54,20.12,11.18,-41.18,85.57,1048958656.0,1.38,软件服务,浙江,18.93,40.45,170427.0,88926.0,1.92,197.0,55.0,,20241.98,78.96,         78.96亿,0.95,2796.0,93.0,0.0046,20150828.0,20021101.0,20241.98,0.0,0.0,113882.97,70599.9,1923.0,36.32,83917.81,4277.85,3391.78,41360.05,12618.46,23813.99,25877.35,39242.55,17280.81,3351.62,3037.36,4565.49,4396.05,4613.97,33200.05,-19174.64,-2313.06,15100.0,13405.0,52.29万,12.81,-0.48,35.26,38.72,42.59,0.228㈡,3.49,0.0,0.62,1.64,61.99,          6.54㈡,55.96,35.26,11.76,9744965.7429,4015513.5222,6756.6072,2784.1296
2185,600572,康恩贝,31.68,52.6,25.84,8.93,4.31,89.42,22.45,373791744.0,1.02,中成药,浙江,12.01,11.41,174533.0,153201.0,1.14,11310.0,915.0,,119162.54,140.61,        197.51亿,3.62,2449.0,134.0,0.0011,20150825.0,20040412.0,167382.0,0.0,0.0,951877.19,458307.09,42413.03,47.4,518308.44,156365.36,64442.35,342093.19,175159.69,84349.65,134446.75,221138.84,80118.63,57144.83,16425.65,58993.15,49303.45,43980.43,169292.09,22087.88,171309.7,51279.0,23238.0,27.42万,2.75,-0.16,10.55,11.41,11.92,0.263㈡,2.74,0.0,1.05,1.01,48.15,          9.60㈡,63.77,11.0,19.89,21369642.9155,10470649.09,3156.6945,1546.71
2186,600573,惠泉啤酒,-0.99,69.38,1.97,5.43,2.03,25.8,103.57,44623128.0,0.69,啤酒,福建,13.86,8.77,27519.0,23376.0,1.18,8.0,106.0,,25000.0,22.0,         22.00亿,-2.99,1081.0,47.0,0.0019,20150811.0,20030226.0,25000.0,0.0,0.0,122305.4,108598.22,834.92,10.52,60391.98,52365.26,8242.48,12552.74,50606.55,16465.43,14.88,40535.09,26525.55,798.46,402.08,984.55,983.42,1062.04,20202.06,8528.53,-24187.59,14960.0,16711.0,14.71万,2.04,-0.11,8.18,9.09,9.44,0.042㈡,4.34,0.0,2.02,0.81,88.79,          0.98㈡,34.56,8.5,2.62,12667170.278,1039595.9,2278.54,187.0
2187,600575,皖江物流,-84.86,-79.98,4.82,5.45,3.35,39.14,50.65,0.0,0.0,水运,安徽,0.0,4.11,0.0,0.0,,0.0,0.0,,142320.0,58.49,        118.53亿,0.2,1.0,0.0,0.0,20150829.0,20030328.0,288401.41,0.0,0.0,708214.06,353495.47,12622.0,48.3,313612.16,236938.47,91421.24,184088.63,251781.59,36351.48,44109.67,217461.5,195090.05,10492.32,1206.99,15641.0,11641.13,11701.21,-199216.88,30282.63,16660.32,49180.0,28939.0,11.89万,0.0,0.0,,4.11,,0.041㈡,1.23,0.0,0.87,-0.69,49.91,          3.31㈡,10.29,,5.38,35871042.139,,2962.5185,
2188,600576,万好万家,-67.46,-89.47,-725.92,1375.8,8.05,-165.96,,255192464.0,0.89,综合类,浙江,13.21,18.2,70508.0,69735.0,1.01,0.0,2712.0,,21809.31,38.04,         38.04亿,-9.81,2451.0,57.0,0.0026,20150829.0,20030220.0,21809.31,0.0,0.0,63971.88,47242.01,3265.96,21.05,38302.05,7506.68,2461.83,9517.75,30513.1,32064.1,30.45,276.46,377.41,-2006.89,-83.42,-2001.32,-2004.06,-1433.18,-9908.76,-2291.79,2324.18,19727.0,11056.0,19.28万,6.43,0.0,17.44,19.38,20.0,-0.066㈡,2.17,0.0,1.4,-0.45,73.85,         -3.03㈡,-36.52,17.6,-518.4,,1125905.088,,669.504
2189,600577,精达股份,-6.84,0.66,2.73,1.78,2.95,15.37,46.75,146860656.0,0.74,电气设备,安徽,10.62,4.23,175648.0,171389.0,1.02,4468.0,389.0,,141913.13,58.33,         80.36亿,-4.88,2521.0,138.0,0.001,20150730.0,20020911.0,195532.42,0.0,0.0,507850.56,272323.69,33848.9,39.71,357790.41,91239.38,8154.9,199989.17,2283.4,54630.18,142992.09,452256.56,406983.72,12329.19,1225.95,12032.21,9704.86,8594.83,67750.93,52299.03,16992.49,134871.0,10522.0,4.32万,2.45,-1.2,4.03,4.33,4.49,0.044㈡,1.39,0.0,0.01,0.35,53.62,          3.16㈡,10.01,4.17,1.9,23742013.68,2117736.8352,2726.9275,243.2361
2190,600578,京能电力,-15.52,-10.94,30.64,5.21,1.84,11.51,10.42,178159696.0,0.6,火力发电,北京,7.97,6.03,161827.0,133622.0,1.21,1465.0,3434.0,,225731.7,131.6,        269.19亿,-6.81,2403.0,123.0,0.0005,20150805.0,20020510.0,461732.09,0.0,0.0,3989573.5,1466712.5,377411.5,53.78,571029.5,2348205.5,62898.65,963637.63,358215.91,34673.7,123439.97,516816.59,369659.38,158365.44,89517.36,164958.67,156373.05,129129.85,408634.91,233859.27,21263.2,123042.0,18346.0,10.70万,1.31,-1.01,5.77,6.27,6.27,0.280㈡,3.18,0.0,0.78,0.89,36.76,          8.80㈡,28.47,5.97,24.99,41571355.87,23817753.795,1371.272,785.652
2191,600579,天华院,-15.64,3.46,-8.99,15.38,5.2,-60.18,183.01,88542120.0,1.2,化工机械,山东,16.18,9.61,50873.0,41231.0,1.23,122.0,5.0,,25560.0,23.44,         35.95亿,-7.64,1481.0,62.0,0.0024,20150820.0,20020809.0,39207.05,0.0,0.0,143059.63,69174.35,0.0,51.65,102458.68,22025.53,17235.98,71928.36,112410.02,29041.13,49453.6,23378.35,16900.89,-2101.46,0.0,1066.43,982.27,982.27,-85339.56,-5973.91,-4443.25,14278.0,17902.0,16.42万,3.6,0.54,8.97,9.95,10.58,0.025㈡,1.76,0.0,2.87,-2.18,48.35,          1.42㈡,27.71,9.08,4.2,26181342.8863,1298981.4404,4289.7544,212.8352
2192,600580,卧龙电气,31.06,34.33,4.78,2.77,3.14,70.59,30.81,181283200.0,1.01,电气设备,浙江,10.83,10.71,99218.0,70089.0,1.42,1311.0,95.0,,68772.88,75.44,        121.82亿,4.38,2038.0,83.0,0.0012,20150826.0,20020606.0,111052.72,0.0,0.0,1361427.63,388439.94,109075.47,63.46,787841.0,295658.66,73434.61,621051.19,102591.34,194026.61,284299.22,439113.41,346709.88,20998.49,1070.87,25563.07,23228.0,19770.4,177569.02,17258.82,28219.85,50911.0,13508.0,14.82万,2.46,-0.09,9.93,10.53,11.07,0.178㈡,3.5,0.0,0.92,1.6,28.53,          5.09㈡,21.04,10.15,4.5,41945585.2803,13818490.4445,2324.3064,765.716
2193,600581,八一钢铁,-44.01,-12.69,-14.1,0.82,6.21,68.64,,309353600.0,0.86,普钢,新疆,12.27,6.71,230603.0,230561.0,1.0,0.0,7756.0,,76644.89,49.44,         49.44亿,-9.84,2770.0,166.0,0.0022,20150829.0,20020816.0,76644.89,0.0,0.0,2075753.63,79620.21,0.0,96.16,528172.63,1504945.75,10274.05,1819318.38,104487.18,279612.31,17439.77,605382.88,621307.63,-85377.68,0.0,-81110.27,-81110.3,-81110.3,-182228.98,7201.75,-19370.7,102359.0,7488.0,4.83万,6.02,-0.15,6.45,7.17,7.33,-1.058㈡,1.04,0.0,1.36,-2.38,3.84,       -101.87㈡,-2.63,6.65,-13.4,,13803761.6395,,328.776
2194,600582,天地科技,-16.25,-21.38,12.52,3.45,1.58,92.55,19.36,222330000.0,0.61,工程机械,北京,9.23,10.23,117132.0,100220.0,1.17,46.0,27.0,,121392.0,120.66,        205.69亿,-7.16,2248.0,97.0,0.0008,20150828.0,20020515.0,206929.44,0.0,0.0,3003240.25,1298568.75,424087.91,42.64,2218273.5,363270.53,222142.27,1052439.88,381061.63,445630.16,1058346.0,597019.31,387667.09,74762.34,-4.03,81059.53,62158.13,53128.8,678168.88,22225.5,62066.71,30145.0,40269.0,40.03万,1.79,-0.5,9.9,10.73,10.89,0.257㈡,6.28,0.0,1.84,3.28,43.24,          4.09㈡,35.07,10.49,8.9,58142731.24,31503990.2225,2335.9776,1265.7234
2195,600583,海油工程,-29.16,-10.12,25.08,6.08,1.99,26.61,13.54,1029076672.0,1.12,石油开采,天津,8.41,9.49,575452.0,508706.0,1.13,20740.0,517.0,,404901.41,385.87,        421.36亿,-0.83,2775.0,391.0,0.001,20150821.0,20020205.0,442135.47,0.0,0.0,2924918.25,2117295.5,1319.95,27.57,1194044.25,1379196.5,180920.31,570703.38,424794.06,189629.72,401068.41,693502.31,488256.16,173914.56,15904.99,182522.42,155437.84,155563.88,1064815.25,158368.47,50073.35,231438.0,17495.0,16.67万,2.68,-1.03,8.91,9.63,9.72,0.352㈡,4.79,0.0,0.96,2.41,72.39,          7.35㈡,29.6,9.04,22.43,39603393.105,26441260.98,5224.6798,3488.2648
2196,600584,长电科技,15.86,151.51,4.41,3.88,3.48,22.94,53.59,421934592.0,1.13,半导体,江苏,10.32,13.45,173136.0,140541.0,1.23,530.0,57.0,,85313.35,114.83,        132.52亿,-6.58,2692.0,117.0,0.0014,20150827.0,20030603.0,98457.0,0.0,0.0,1436263.38,380532.13,186114.38,60.55,827532.44,404416.47,21770.68,642175.31,193901.11,83613.5,87725.68,341199.5,264904.31,15037.4,-434.25,17524.42,14095.7,12364.71,80042.75,57768.25,283187.72,94654.0,9013.0,12.13万,3.68,-0.14,13.06,14.44,14.55,0.126㈡,3.86,0.0,1.97,0.81,26.49,          3.25㈡,22.36,13.06,3.62,76969354.5342,18757599.7428,6153.7397,1499.6798
2197,600585,海螺水泥,-15.85,-19.17,22.53,3.99,1.43,23.11,10.28,1281372288.0,1.63,水泥,安徽,5.76,18.01,469503.0,242148.0,1.94,20624.0,372.0,,399970.25,730.35,        730.35亿,0.42,2645.0,269.0,0.0007,20150822.0,20020207.0,529930.25,0.0,129960.0,10517972.0,6778147.0,360053.41,32.13,2597589.25,6137169.5,706301.06,2286733.5,1068663.88,509875.5,36398.94,2422332.25,1739247.75,545731.0,188515.38,624195.44,474112.69,470534.5,4832256.5,418654.28,-700298.88,169962.0,23533.0,42.97万,1.78,-0.16,17.3,18.22,18.35,0.888㈡,12.79,0.0,2.02,9.12,64.44,          6.94㈡,28.2,17.7,19.42,108124752.16,186168104.4,7507.998,12927.195
2198,600586,金晶科技,-4.22,-305.54,-4.8,3.63,1.51,19.19,,91838456.0,0.67,玻璃,山东,9.55,4.18,114151.0,105584.0,1.08,68.0,1968.0,,142270.73,58.19,         58.19亿,-2.18,2394.0,92.0,0.0006,20150829.0,20020815.0,142270.73,0.0,0.0,960650.63,385551.66,14067.63,58.4,301654.44,464870.25,52826.36,467392.09,187326.63,69228.67,36420.42,160103.19,136830.56,-7690.22,-1081.32,-4256.37,-7641.32,-7496.67,44647.57,30324.3,42018.64,151277.0,9405.0,3.85万,1.54,-1.44,3.98,4.19,4.38,-0.053㈡,2.71,0.0,1.32,0.31,40.13,         -1.94㈡,14.54,4.01,-4.68,,3852209.0263,,233.3419
2199,600587,新华医疗,26.3,-11.88,5.97,3.24,3.51,-44.94,40.27,184156576.0,0.85,医疗保健,山东,8.22,26.89,33332.0,35159.0,0.95,400.0,60.0,,36369.98,99.84,        111.56亿,0.97,1587.0,43.0,0.0012,20150829.0,20020927.0,40642.8,0.0,0.0,875369.81,318025.09,66393.5,56.09,530405.5,126172.86,46282.07,454322.59,164742.27,222750.17,170358.88,344121.84,268053.06,20544.65,-31.68,22522.67,17557.31,13852.7,103497.21,-24827.14,-26192.74,27063.0,13439.0,36.89万,1.88,0.47,25.96,27.24,28.2,0.341㈡,7.82,0.0,4.05,2.55,36.33,          4.36㈡,22.11,26.24,4.03,35251142.2487,22969703.8144,4020.5568,2619.8016
2200,600588,用友网络,-2.54,-1596.06,-17.95,23.12,9.65,-64.29,,1004445056.0,0.72,软件服务,北京,10.98,23.76,255857.0,166947.0,1.53,3010.0,24.0,,139710.52,335.31,        350.20亿,-0.34,2756.0,153.0,0.0011,20150829.0,20010518.0,145918.73,0.0,0.0,876774.31,349634.44,50137.05,54.4,481982.44,115881.47,47581.9,446446.75,54306.75,2300.42,150451.48,151494.31,57676.96,-27196.16,689.71,-10224.0,-14558.55,-16867.03,95896.53,-54475.4,-42230.87,67194.0,20792.0,49.90万,3.03,-0.78,22.25,24.13,24.9,-0.116㈡,2.49,2.49,0.37,0.66,39.88,         -4.82㈡,61.93,22.55,-11.13,,19771260.6905,,7561.2405
2201,600589,广东榕泰,-18.05,-41.64,4.57,8.34,2.1,120.14,102.84,342260672.0,1.68,塑料,广东,7.35,7.16,129894.0,348420.0,0.37,0.0,30522.0,,60173.0,42.72,         42.72亿,-9.81,2001.0,239.0,0.004,20150825.0,20010612.0,60173.0,0.0,0.0,378141.78,203879.5,954.72,45.83,209405.55,75474.81,20476.22,95303.38,56328.07,54572.26,60962.46,51252.78,40331.05,2340.7,-13.71,2353.12,2075.96,2077.09,73512.0,3556.06,-29861.0,35803.0,16807.0,11.93万,7.95,0.0,7.1,7.89,7.68,0.035㈡,3.39,0.0,0.94,1.22,53.92,          1.02㈡,21.31,7.1,4.05,38888100.6552,2684806.638,4393.3248,303.312
2202,600590,泰豪科技,10.07,134.5,0.44,8.56,3.24,-22.96,320.94,0.0,0.0,电气设备,江西,0.0,13.9,0.0,0.0,,0.0,0.0,,50032.57,69.55,         86.08亿,0.2,1.0,0.0,0.0,20150820.0,20020703.0,61924.51,0.0,0.0,572007.25,216970.97,7333.71,60.79,304589.34,104620.67,30059.81,325357.13,113992.6,90978.07,116456.77,100509.55,83154.1,444.72,-84.6,1674.53,1210.81,1340.97,45823.84,-37492.25,-51387.85,38426.0,13020.0,18.10万,0.0,0.0,,13.9,,0.030㈡,4.28,4.28,1.84,0.74,37.93,          0.62㈡,17.27,,1.33,183580006.815,,22321.377,
2203,600592,龙溪股份,-19.06,-19.69,2.58,10.61,1.59,416.9,86.57,132012960.0,0.7,机械基件,福建,12.7,9.11,80624.0,64267.0,1.25,134.0,5.0,,36955.35,32.45,         35.08亿,-9.84,1820.0,80.0,0.0022,20150829.0,20020805.0,39955.35,0.0,0.0,303411.94,220212.52,3308.76,26.33,142901.02,55292.43,15517.26,46922.3,70283.27,35173.87,21946.14,33051.4,24792.71,851.44,2831.11,1818.15,1390.21,2026.1,39726.53,841.47,9487.32,24237.0,15247.0,13.39万,3.92,0.0,8.78,9.76,10.02,0.051㈡,5.51,0.0,1.76,0.99,72.58,          0.92㈡,24.99,9.02,6.13,26266371.6458,2736775.6988,2809.1965,292.699
2204,600593,大连圣亚,6.07,477.84,10.51,23.18,7.71,65.3,160.14,0.0,0.0,旅游景点,辽宁,0.0,29.49,0.0,0.0,,0.0,0.0,,9200.0,27.13,         27.13亿,0.2,1.0,0.0,0.0,20150819.0,20020711.0,9200.0,0.0,0.0,65457.98,35180.26,0.0,46.26,13682.38,28533.28,11181.8,15020.79,19775.53,184.8,78.1,11705.83,6557.31,1229.75,0.0,1338.43,1088.65,847.07,4670.41,4155.01,-1232.6,5822.0,15802.0,46.60万,0.0,0.0,,29.49,,0.092㈡,3.82,0.0,2.15,0.51,53.74,          2.41㈡,43.98,,7.24,10482440.9172,,4344.5982,
